observations,actions,rewards,next_observations
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.053697001188993454, 1.0245939493179321, 0.08485499769449234]","[264.4729309082031, -54.92839050292969]",-10.811261177062988,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.053697001188993454, 1.0245939493179321, 0.08485499769449234]","[119.8231201171875, -58.65694046020508]",-10.067140579223633,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.053697001188993454, 1.0245939493179321, 0.08485499769449234]","[185.4905548095703, -66.43799591064453]",-9.818675994873047,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[327.6261291503906, -14.46043872833252]",-9.201512336730957,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[334.7017517089844, -4.097241401672363]",-8.382094383239746,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[173.20921325683594, -12.149907112121582]",-11.655171394348145,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[222.5645751953125, -21.624778747558594]",-12.482829093933105,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[7.836698055267334, -16.51607322692871]",-4.86260461807251,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[123.96665954589844, -24.550935745239258]",-8.559515953063965,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[166.93641662597656, -50.677833557128906]",-10.51127815246582,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[234.89535522460938, -4.568380355834961]",-8.10405445098877,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[326.2277526855469, -68.87186431884766]",-8.833725929260254,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[217.4521026611328, -65.16632843017578]",-10.722234725952148,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[115.16474151611328, -68.48299407958984]",-7.284658908843994,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[351.62945556640625, -26.67020034790039]",-6.186309337615967,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[127.56201934814453, -15.340143203735352]",-9.19621753692627,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[211.6282501220703, -10.629539489746094]",-15.173429489135742,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[83.9136734008789, -56.16136932373047]",-6.826337814331055,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[276.05999755859375, -10.410003662109375]",-14.419215202331543,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[133.0784149169922, -67.34484100341797]",-9.20797061920166,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[306.5449523925781, -10.907427787780762]",-10.030981063842773,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[26.85894203186035, -54.72890090942383]",-5.509973049163818,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.4663259983062744, 0.5758649706840515, 0.3888680040836334]","[28.179466247558594, -27.932409286499023]",-3.569401979446411,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[310.8948669433594, -6.617049694061279]",-5.102379322052002,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[106.22300720214844, -65.56590270996094]",-10.96561336517334,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[107.1512222290039, -49.460575103759766]",-11.933449745178223,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[325.1105651855469, -54.723297119140625]",-11.43006706237793,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[153.82090759277344, -50.343387603759766]",-11.852364540100098,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[193.77389526367188, -17.41718101501465]",-12.054365158081055,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[202.86195373535156, -10.495389938354492]",-9.446274757385254,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[202.35552978515625, -64.42163848876953]",-10.906393051147461,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[339.47894287109375, -50.77836608886719]",-8.305147171020508,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[112.5128402709961, -44.1029052734375]",-8.226064682006836,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.06667400151491165, -0.7620890140533447, 0.1437080055475235]","[171.9704132080078, -41.88542556762695]",-11.35056209564209,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.850911021232605, -0.4335609972476959, 0.6611509919166565]"
